smile,Tm/K,Tb/K,density/(g/cm3),flash_point/K,NHOC/(MJ/kg),Isp/s
C1CC2C3CC4C5CC(C1C35)C24,304.108,501.84999999999997,1.17,362.905,41.14552374,336.936327
C1CC2C3CCC(C3)C3CCC1CC23,319.8,544.25,0.994,388.199,42.21932978,337.9507654
C1CC2C3CCC4C5CC35CCC24C1,303.811,512.704,1.335,377.509,42.66315691,341.7188521
C1CC2CC(C1)C1C3CCCCC3C21,319.8,533.712,1.149,388.199,42.25086401,338.076952
C1CC2CC1C1C2C2CCC1C21CC1,314.284,521.599,1.299,382.793,42.09362286,339.4302918
C1CC2CC3C(C1)C2CC31CCCC1,309.725,525.297,1.179,383.239,42.13681681,337.6203603
C1CC2CC3C4C5CC3C2(C1)C54,292.857,483.32,1.332,356.881,41.61289336,338.8445436
C1CC2CC3CC4(CCCC4)C2C3C1,309.725,525.297,1.179,383.239,42.13092913,337.5967721
C1CC2CCC3CC4CCC(C1)C24C3,309.725,525.297,1.179,383.239,42.07840885,337.3862829
C1CC2CCC3CCC4CC4C3(C1)C2,309.725,525.297,1.179,383.239,42.42840159,338.7865049
C1CC2CCCC34CC3CCC(C1)C24,309.725,525.297,1.179,383.239,43.08368486,341.3926662
C1CC2CCCC3C2C(C1)CC31CC1,309.725,525.297,1.179,383.239,42.41410295,338.7294135
C1CC2CCCC3C4CC4CC(C1)C23,319.8,533.712,1.149,388.199,42.27870293,338.1883124
C1CC2CCCC3C4CCC4C(C1)C23,319.8,533.712,1.149,388.199,42.36213697,338.5218433
C1CCC2(C1)CCC1(CCCC1)CC2,293.841,557.8499999999999,0.94,378.534,42.68223999,337.8769884
C1CCC2(C1)CCC1CC3CCC1C32,309.725,525.297,1.179,383.239,42.08362089,337.4071774
C1CCC2(CC1)CCC1(CCCC1)C2,293.841,557.8499999999999,0.94,378.534,42.69970434,337.9461061
C1CCC23C4CCC2CCC3(C1)CC4,298.911,556.05,1.02,378.072,41.88000378,336.5899334
C1CCC23CC4CCC2(C1)CCCC43,298.911,516.552,1.212,378.072,42.34773627,338.4642995
C1CCC23CCC2(C1)C1CCC3CC1,298.911,516.552,1.212,378.072,42.52495948,339.1717883
C1CCC2C(C1)C13CC4C1C24C3,280.677,472.715,1.372,350.548,42.91389014153077,344.1006415941729
C1CCC2C(C1)C1C3CC(C3)C21,299.217,497.634,1.16,363.546,42.9491002645171,341.85082827091543
C1CCC2C(C1)C1C3CCCCC3C21,319.8,533.712,1.149,388.199,42.93339330233242,340.79669507507157
C1CCC2C(C1)C1CC2C2CCCC21,293.15,372.15,0.994,388.199,42.24285291,338.0448995
C1CCC2C(C1)C1CC3C(C1)C23,299.217,497.634,1.16,363.546,42.04543256,338.2353646
C1CCC2C(C1)C1CCC2C2CCC12,319.8,533.712,1.149,388.199,42.96561695787873,340.9245635552962
C1CCC2C(C1)C1CCC3CCC1C32,319.8,533.712,1.149,388.199,42.02907646,337.1884505
C1CCC2C(C1)C1CCC3CCC2C31,319.8,533.712,1.149,388.199,41.86445592,336.5274484
C1CCC2C(C1)CC13CCCCC21C3,298.911,516.552,1.212,378.072,42.27178938,338.1606605
C1CCC2C(C1)CCC13CC1CCC23,309.725,525.297,1.179,383.239,42.31773533,338.3443869
C1CCC2C(C1)CCC13CCC1CC23,309.725,525.297,1.179,383.239,42.73450563734882,340.00641350689995
C1CCC2C(C1)CCC1C3CCC3C21,319.8,533.712,1.149,388.199,44.91483787783575,348.57215004537517
C1CCC2C3CC4CC(CC4C3)C2C1,319.8,533.712,1.149,388.199,42.03497793,337.2121226
C1CCCC2(CC1)CCC1(CC2)CC1,293.841,520.334,1.117,378.534,44.85717033576236,346.3785181264726
C1C2C1C1C3C4CC4C2C2CC2C13,318.841,508.636,1.445,375.261,43.39879763,347.57464
C1C2C1C1C3CC3C3C4CC4C2C13,318.841,522.75,1.269,375.261,41.7592394,340.9459397
C1C2CC3(CC3)CC1CC1(CC1)C2,287.406,536.45,1.03,365.313,42.83817405,340.8733521
C1C2CC34CC5CC5CC3(CC12)C4,292.697,536.15,1.14,364.574,42.44265734,341.4631567
C1C2CC3CC4CC1CC(C2)(C3)C4,299.064,507.294,1.188,370.935,45.27272857282729,350.42566884929045
C1CC23CCCC2(C1)C1(CC3)CC1,274.747,487.874,1.257,359.421,42.29819994,338.7181891
C1CC2C(C1)C1CCCC3CCCC2C31,329.105,549.771,1.14,399.334,42.18407758,337.4217506
C1CC2C3CC4C5CCC(C1C53)C24,314.423,522.65,1.126,375.838,41.30873686,336.8709218
C1CC2C3CC4CC(C3)C(C1)C2C4,375.15,524.05,1.015,376.311,41.59540541,335.8924612
C1CC2C3CC4CC(C3)CC2(C1)C4,327.15,530.25,1.03,370.935,41.59308028,335.8830731
C1CC2C3CC4CC2C2CC1CC3C2C4,333.111,561.8499999999999,1.063,399.107,41.28214626,335.6114337
C1CC2CC1C1C3CC(C4CC43)C21,314.423,522.65,1.126,375.838,41.98199162,339.6050081
C1CC2CC3(CCCC3C1)CCC1CC12,319.667,541.952,1.169,394.729,43.12157016,341.1505525
C1CC2CC3C(CCC34CCCC4)C2C1,319.667,541.952,1.169,394.729,42.18027375,337.4065373
C1CC2CC3C4CCC4CCCC3(C1)C2,319.667,541.952,1.169,394.729,42.64242052,339.2498936
C1CC2CC3CCC4CCCC(C2C1)C43,329.105,549.771,1.14,399.334,42.13844978,337.2392176
C1CC2CCC3(CCC4CCCC43)C2C1,319.667,541.952,1.169,394.729,42.12239465,337.1749659
C1CC2CCC3C4CCCC4C3C(C1)C2,329.105,549.771,1.14,399.334,42.95954462,340.5090276
C1CC2CCC3C4CCCC4CC(C1)C23,329.105,549.771,1.14,399.334,42.33932509,338.0420769
C1CC2CCC3CCC4CCC(C1)C24C3,319.667,541.952,1.169,394.729,42.30636982,337.9104919
C1CC2CCC3CCCC4CC(C1)C2C34,329.105,563.65,0.977,399.334,42.14799142,337.2773969
C1CCC2(C1)CC1C3CCC(C3)C12,299.064,530.25,1.03,370.935,42.33562803,338.8680155
C1CCC2(C1)CCC13CCCC1CC2C3,309.582,533.849,1.2,389.947,42.33060019,338.0072448
C1CCC23CCCC4(CCCC4C2)C3C1,309.582,533.849,1.2,389.947,42.02657755,336.7912564
C1CCC2C(C1)C1(CC1)CC21CC1,287.406,497.796,1.222,365.313,42.83603053,340.8648238
C1CCC2C(C1)C13CCCCC21CCC3,309.582,574.8499999999999,1,389.947,42.47041156,338.5649772
C1CCC2C(C1)C1C3CCC(C3)C21,309.867,516.403,1.156,376.311,42.26901845,338.6013282
C1CCC2C(C1)C1CC2C2(CC2)C1,299.064,529.3499999999999,1.13,370.935,42.49265506,339.4958813
C1CCC2C(C1)C1CC2C2CCCCC21,329.105,563.65,0.977,399.334,42.33507437,338.0251073
C1CCC2C(C1)C1CC3CC(C1)C32,309.867,516.403,1.156,376.311,42.25444556,338.5429542
C1CCC2C(C1)C1CCC2C12CCCC2,319.667,541.952,1.169,394.729,42.28347245,337.8190363
C1CCC2C(C1)C1CCC2C2CCCC21,329.105,549.771,1.14,399.334,42.24406278,337.6615701
C1CCC2C(C1)C1CCC3C(C1)C23,309.867,516.403,1.156,376.311,42.12366165,338.0186273
C1CCC2C(C1)C1CCCCC1C1CC21,329.105,549.771,1.14,399.334,42.50109637,338.6872615
C1CCC2C(C1)C1CCCCC1C21CC1,319.667,541.952,1.169,394.729,42.34101766,338.0488337
C1CCC2C(C1)CC1(CC1)C21CC1,287.406,497.796,1.222,365.313,42.66638061,340.1891652
C1CCC2C(C1)CC1C3C4CC2C143,303.96,503.282,1.317,370.335,43.26799674,344.7672156
C1CCC2C(C1)CC1C3CCCCC3C21,329.105,549.771,1.14,399.334,42.50746602,338.7126401
C1CCC2C(C1)CC1CC3CCCC2C31,329.105,549.771,1.14,399.334,42.44935576,338.4810407
C1CCC2C(C1)CC1CCCC3CC2C13,329.105,549.771,1.14,399.334,42.55576496,338.9050159
C1CCC2C(C1)CCC13CC1CCCC23,319.667,541.952,1.169,394.729,42.90688965,340.3002848
C1CCC2C(C1)CCC1C3CC3CCC21,329.105,549.771,1.14,399.334,42.43904359,338.4399248
C1CCC2C(C1)CCC1CC3CC3CC12,329.105,549.771,1.14,399.334,42.86566926,340.1367833
C1CCC2C(C1)CCC1CC3CCC12C3,319.667,541.952,1.169,394.729,42.0906491,337.047886
C1CCC2C(C1)CCC1CCCC3CC132,319.667,541.952,1.169,394.729,42.4507658,338.4866623
C1CCC2C3CCC(C1)C21CCCC1C3,319.667,541.952,1.169,394.729,42.26155107,337.7314558
C1CCC2CC34CCCCC3(CC2C1)C4,309.582,533.849,1.2,389.947,42.4992548,338.6799238
C1CCC2CC3C4CCC(C4)C3CC2C1,329.105,549.771,1.14,399.334,42.22766349,337.596023
C1CCC2CC3CCC(CC2C1)C31CC1,319.667,541.952,1.169,394.729,43.49901078,342.6403352
C1CCC2CCC3CCC4CCC(C1)C243,319.667,541.952,1.169,394.729,42.13844721,337.2392073
C12C3C4C1C1C4C4C5C3C2C5C14,313.428,484.814,1.718,361.265,42.53677377908347,347.69252544133843
C1C2C1C1CC3C4CC4C4CC2C1C43,328.206,526.535,1.416,387.432,42.772104898405125,344.2339481024266
C1C2CC34CCC3(CC12)CC1CC1C4,303.811,512.704,1.335,377.509,42.51188152,341.1124793
C1C2CC3C(CC12)C1CC2CC2CC31,324.063,530.152,1.265,387.861,42.59243725,341.4355132
C1C2CC3C4CC5C3C2C2C1CC4C52,433.15,543.75,1.37,387.432,40.68625309,335.7354763
C1CC12C1(CC1)C1(CC1)C21CC1,349.15,531.3499999999999,1.19,336.815,43.4269441,346.1514656
C1CC2(C1)C1C3CC(C4CC43)C12,292.857,509.04999999999995,1.16,356.881,42.7349748,343.3825852
C1CC2(CC2)C2C1C1CCC2C12CC2,307.15,555.25,1.11,377.509,42.39207365,340.631475
C1CC23CCC12CC12CCC1(CC2)C3,280.329,493.771,1.412,366.211,42.89344387485237,342.63987501157095
C1CC2C(C1)C1C3CC4C(C23)C41,304.108,493.442,1.294,362.905,41.37180028,337.861534
C1CC2C3CCC4C1C1C4C4C3C2C14,328.206,526.535,1.416,387.432,45.38726597795065,354.6013605664543
C1CC2CC1C13C4CC5C(C41)C253,286.211,468.021,1.566,349.457,42.10575474,343.3253074
C1CC2CC1C1C2C2C3CCC(C3)C12,324.063,542.65,1.092,387.861,41.92596153,338.7536321
C1CC2CC1C1C3CC(C4CCC43)C21,324.063,530.152,1.265,387.861,42.0165874,339.1195541
C1CC2CCC34CC3C3CC3C(C1)C24,314.284,521.599,1.299,382.793,42.10935662,339.493722
C1CC2CCCC3C2C(C1)C1C2C3C12,324.063,530.152,1.265,387.861,42.16865713,339.7326839
C1CC2CCCC3C4CC(C4)C(C1)C23,319.8,533.712,1.149,388.199,42.30207439,338.2817739
C1CCC2(C1)C1CC3CC(C1)CC2C3,309.725,550.05,1.01,383.239,41.81766887,336.339347
C1CCC2(CC1)CC1C3CCC(C3)C12,309.725,525.297,1.179,383.239,43.18434069876922,341.79122905823056
C1CCC23C4CCC5C(CCC52C1)C43,303.811,512.704,1.335,377.509,41.78305609,338.1758152
C1CCC23C4CCC5C6C4C2C6C53C1,308.555,508.789,1.498,376.846,41.21831167753615,340.04810345146706
C1CCC23C4CCC5C6C4C6C2C53C1,308.555,508.789,1.498,376.846,41.31358633,338.3138945
C1CCC2C(C1)C1C3CC3C2C2CC21,324.063,530.152,1.265,387.861,42.52292444,341.1567802
C1CCC2C(C1)C1C3CCC(CC3)C21,319.8,533.712,1.149,388.199,42.32164023,338.3599971
C1CCC2C(C1)C1C3CCC3C3C2C13,324.063,530.152,1.265,387.861,42.34330321,340.4354769
C1CCC2C(C1)C1CC3CCC(C1)C32,319.8,533.712,1.149,388.199,42.07176557,337.3596488
C1CCC2C(C1)CC1C3CCC(C3)C21,319.8,544.25,0.994,388.199,41.93621112,336.8157271
C1CCC2C(C1)CC1CC3(CCC3)C12,309.725,525.297,1.179,383.239,42.64550106,339.6521576
C1CCC2CC3C(CC2C1)C1C2C3C12,324.063,530.152,1.265,387.861,42.28761491,340.2115394
C1C2C3CC4C2C2CC5C(C12)C3C45,318.841,522.75,1.269,375.261,40.78873037,336.960758
C1C2CC1C1CC3C4CC(C4)CC3C1C2,333.111,546.461,1.248,399.107,42.33490285,339.8637912
C1CC23CC45CCCC4(C5)C2(C1)C3,267.209,472.896,1.436,352.18,41.96362433,339.5307107
C1CC2CC1C1CC3C4CCC(C4)C3C21,333.111,561.8499999999999,1.063,399.107,41.64616044,337.0878491
C1CCC2(CC1)C1CC3CC(C1)CC2C3,319.667,569.25,1,394.729,42.03088221,336.8085043
C1CCC2C(C1)C21CC12C1CCCCC12,314.146,573.8499999999999,1.09,389.527,43.36893862,343.989361
C1CCC2C(C1)CC13CCC(CC1)CC23,319.667,541.952,1.169,394.729,42.07332518,336.9785167
C1CCC2C(C1)CC13CCC(CCC21)C3,319.667,569.25,1,394.729,42.14719264,337.2742009
C1CCC2C(C1)CC1CC3(CCCC3)C12,319.667,541.952,1.169,394.729,42.35486139,338.104093
C1CCC2C(C1)CC1CC3CC(C1)C2C3,329.105,549.771,1.14,399.334,42.32925693,338.0018818
C1CCC2C(C1)CCC13CC(CCC21)C3,319.667,541.952,1.169,394.729,42.50050305,338.6848974
C1CCC2C(C1)CCC13CCC(CC1)C23,319.667,541.952,1.169,394.729,42.12506579,337.1856565
C1CCC2C(C1)CCC13CCC(CC21)C3,319.667,569.25,1,394.729,42.18503815,337.4255923
C1CCC2C(C1)CCC13CCCC(C1)C23,319.667,541.952,1.169,394.729,42.52617431,338.7871686
C1CCC2C(C1)CCC1C3CC(C3)CC21,329.105,549.771,1.14,399.334,42.43710444,338.4321926
C1CCC2C(C1)CCC1C3CCC(C3)C21,329.105,549.771,1.14,399.334,42.36830959,338.1577649
C1CCC2C(C1)CCC1CC3(CCC3)C12,319.667,541.952,1.169,394.729,42.90185556922347,340.2803211953979
C1CCC2C(CC1)C1C3CCC(CC3)C21,329.105,549.771,1.14,399.334,42.48694443,338.630869
C1CCC2C3CC4CC(CC(C4)C2C1)C3,329.105,549.771,1.14,399.334,42.05789162,336.9167049
C1CCCC2(CC1)CC1C3CCC(C3)C12,319.667,541.952,1.169,394.729,42.5770545,338.989778
C1C2C3C2C2C1C3C1C3CC4C1C4C32,332.235,522.858,1.617,386.91,43.33480504556463,348.66927692865966
C1C2CC3C4CC5CC(C14)C(C2)C3C5,517.15,542.65,1.092,387.861,40.85542514,334.400803
C1CC23CC2(C1)CC12CCCC1(C2)C3,280.329,568.3499999999999,1.12,366.211,42.08169919,339.3822139
C1CC2CC1C1C2C2C3CC4C(C31)C42,328.206,542.25,1.213,387.432,41.25951298,338.0924207
C1CCC23C4C5CCC6C4C2(C1)C6C53,308.555,508.789,1.498,376.846,42.16936988765268,341.79990848777
C1CCC2C(C1)C1C3C4C2C2C1C2C34,328.206,526.535,1.416,387.432,41.50412923,339.0931679
C1CCC2C(C1)C1C3C4C2C2C1C3C42,328.206,526.535,1.416,387.432,42.2958885552634,342.3122671255039
C1CC2(CC2)C2C1C1C3CC3C2C12CC2,318.573,526.677,1.464,389.018,42.42684458,342.142407
C1CC2C(C1)C1CC2C2C3CCC(C3)C12,333.111,546.461,1.248,399.107,41.76530225137118,337.5696771121168
C1CC2C3C(C4CC4C34CC4)C1C21CC1,318.573,574.15,1.19,389.018,43.32851846,345.758973
C12C3C4C1C1C2C2C1C1C5C4C3C5C21,336.158,519.119,1.887,386.297,43.215506985396104,350.4555054403504
C1C2C1C1C3C2C2C4C5CC5C(C43)C12,332.235,522.858,1.617,386.91,41.44600937,340.9860546
C1C2C3C4C1C1C2C2C5CC(C32)C4C51,433.15,543.75,1.37,386.91,39.87123684,334.4453111
